filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00076.wav,0.365625731,0.219002262,2645.785683,2426.248037,5612.796764,0.136471777,-52.69724745,74.43335905,-18.69676666,56.31237529,-3.939039703,31.98534211,-16.46618883,22.40311873,-12.2579402,27.21243648,-9.248946072,7.785403582,-10.56844782,6.943706058,-9.126266492,13.01683599,-9.857112007,3.689838277,-4.938475154,4.421730634,blues
blues.00080.wav,0.368244729,0.242465869,1827.2085,1898.679905,3743.563184,0.094039268,-54.68325193,119.4745088,-34.85563286,37.53553382,-15.87332304,22.06904174,-14.65143146,18.51967687,-9.633943716,11.25652495,-11.72150942,11.53805711,-6.424897252,1.794931448,-5.877292572,0.372079786,-9.068514743,-2.030223225,-5.418258305,0.02864714,blues
blues.00089.wav,0.34847469,0.052852917,798.4511725,1285.362523,1454.423817,0.025648172,-346.9693362,139.2730432,24.14786013,22.20993239,18.7039739,11.66904155,9.033812932,6.945857915,-2.019918324,5.418927837,1.674157108,-2.352553361,3.198616554,0.683741737,-3.09751444,-2.103116031,-2.208314211,-4.581140385,-4.737238918,0.069204885,blues
blues.00054.wav,0.452745758,0.200946122,2030.657186,1987.383148,4063.388706,0.103398936,-57.91959896,108.9902813,-36.20756552,64.04552933,1.438840056,26.31161082,-17.47779071,20.4252709,-9.540507155,18.1697318,-6.060151411,13.86405041,-11.29108848,4.665493329,-6.39443467,3.218118339,-8.083709169,-1.72497133,-5.429175562,-2.579444037,blues
blues.00068.wav,0.289839429,0.103117295,2513.313017,2344.984735,5246.748965,0.135107384,-113.1752643,88.73219791,-8.929574403,49.48322596,-34.58989947,15.86061809,-17.74231753,14.71583471,-11.19793097,15.36988375,-15.07574176,8.753590362,-18.62875125,5.463403587,-9.274705634,8.016563645,-9.543594957,5.868114902,-4.403293984,3.624051356,blues
blues.00012.wav,0.269391117,0.119046055,1360.641197,1567.565225,2738.638738,0.069095007,-207.2233286,132.8305641,-15.42884417,60.97093321,0.72987148,12.4376491,1.18279876,-1.546622288,-17.87943665,8.352729973,-2.458161638,-0.603384446,0.385960438,2.599547113,-5.179266666,-9.523480455,-9.242836506,-2.855028139,-1.427161802,-5.931978632,blues
blues.00019.wav,0.257324805,0.097659752,1195.470376,1481.31888,2235.264725,0.058886039,-236.6567657,138.409257,-4.91291065,47.6291772,5.184200869,8.876615655,0.513814632,-3.804673537,-14.98887015,10.41706848,-0.33363785,0.775984738,1.777318387,4.232987751,-0.467841579,-6.105215579,-5.390519564,-1.341213784,-3.723018777,-4.364777683,blues
blues.00073.wav,0.341880295,0.259723067,2094.770099,2158.432827,4482.428502,0.100540244,-30.09818726,103.7325179,-19.73797114,56.41559917,-12.69880898,20.18955172,-17.33753691,16.28986464,-18.44103882,8.919275022,-11.64942145,11.21639169,-8.838417489,9.09342031,-3.579356294,4.369964201,-2.825943237,4.721842107,0.490646799,1.471666989,blues
blues.00051.wav,0.393687672,0.196675554,1977.234251,1928.108818,3943.448931,0.106601653,-55.6075448,114.9316178,-37.03194571,64.88949989,-7.141715067,15.23794075,-16.23267586,18.63157383,-9.752267689,21.45428245,-5.648910277,12.78808429,-16.53047678,3.792917704,-7.90090122,8.470491622,-4.071421693,3.203312898,-5.184595904,-1.279901024,blues
blues.00085.wav,0.315308254,0.150174171,1311.8488,1673.705327,2636.85147,0.059391691,-180.1881657,131.4489475,0.590290075,43.14633063,14.13936337,25.62507882,-5.311243534,12.02669852,-13.54060386,-1.103391945,-7.605921336,2.716887396,0.782552179,1.998848729,-6.09997011,3.475660695,-8.328280166,3.218655047,-0.924947067,-2.245243156,blues
blues.00082.wav,0.339175181,0.251406223,2141.518182,2168.29708,4628.622798,0.105125103,-29.32649705,108.6461928,-25.54888274,38.45244469,-18.30903003,21.78704184,-25.1329032,22.37787163,-17.58257755,14.66404828,-12.07651839,5.475782156,-7.672954868,7.401954181,-11.30456315,7.220035134,-9.472967515,1.933659076,-6.327237062,-1.304214486,blues
blues.00083.wav,0.427291196,0.25124222,2314.927762,2261.811875,5036.45467,0.117950321,-19.85081633,98.88888129,-24.47620246,49.58549114,-16.19924709,30.19863279,-18.02707686,27.55834438,-11.40884939,14.87373341,-8.918733355,11.67114099,-10.89431015,9.309431599,-5.840201346,9.251258672,-4.049325225,3.256568008,-3.465543718,2.37948004,blues
blues.00094.wav,0.376684581,0.141068906,1239.19558,1659.840933,2517.253095,0.050879057,-206.2640004,126.6166172,10.59926108,43.2179272,12.51242429,19.43365682,0.36365797,12.74484711,-4.568615825,4.051736286,-4.407840778,3.657619392,-1.446164513,-1.691988188,-7.161396095,1.172112819,-6.22444756,0.60209807,-1.606024742,-0.53274934,blues
blues.00036.wav,0.23339812,0.197746828,1247.35503,1908.092152,2620.189467,0.036907341,-200.199292,116.3630883,18.04737043,25.26357389,0.310053809,24.17725306,-22.22351524,11.18353478,-26.8462664,-7.637379449,-24.85609596,-12.01226722,-17.01597672,-8.11307024,-11.9537683,-12.62181341,-14.19320275,-8.207759179,-15.01500742,-10.30684885,blues
blues.00095.wav,0.369943668,0.187093168,1388.635157,1773.02364,2754.859418,0.057147033,-130.5510038,139.9589086,-1.285940578,39.3191673,-6.340002447,19.77342545,-11.21119197,27.24354804,-16.54904734,7.035858597,-1.195647187,1.602508389,-6.639290357,4.951731313,-1.635270875,0.953368803,-4.84666559,-5.967407846,-2.789360249,-6.488823173,blues
blues.00084.wav,0.396144048,0.235247597,2060.750291,2084.838437,4220.074817,0.113367351,-38.97417269,112.0642379,-31.82233683,38.23631519,-6.324872663,23.32331772,-18.77347559,23.93468918,-10.93422446,13.24087723,-14.37394215,13.32597328,-10.91915493,9.788204259,-5.028919401,7.214074401,-6.740202528,2.656938866,-4.38460817,0.412820596,blues
blues.00028.wav,0.276155462,0.099666774,1115.728202,1399.096825,2290.646525,0.048019987,-248.9622499,139.0317677,-16.2400237,57.11619303,20.19236184,10.16037264,4.576076425,0.337923717,-7.862824725,-3.470246459,-2.648824658,-2.842670716,-0.894774777,-2.413379493,2.570597478,-5.871001359,-12.41288786,-7.302001949,-0.923585459,-2.698579423,blues
blues.00097.wav,0.375062344,0.198328599,1236.230772,1601.921981,2603.335947,0.044614858,-148.6404084,145.7819133,-9.368232741,48.44339403,10.56084918,17.99810929,-2.628600248,16.94836196,-11.50592665,8.716079163,-8.17325377,3.21570537,-0.664751898,-0.734511667,-6.817223502,-3.93942708,-15.74017916,-5.620852499,-5.787607103,-0.037583996,blues
blues.00058.wav,0.356641969,0.16199261,2068.358476,2034.137241,4231.765698,0.104351708,-95.41721977,105.2208827,-26.94136933,60.80900713,-4.836374599,21.53419006,-13.50919337,12.12408736,-20.2290776,12.14219038,-5.225239829,10.26172041,-9.443687832,3.877393893,-10.17743888,3.584852643,-3.113156341,0.190685591,0.843123682,-3.417072601,blues
blues.00060.wav,0.430807268,0.196307331,1946.33108,1979.911962,3955.531173,0.097422872,-67.73307161,111.7072916,-34.63865049,61.31437231,0.052636227,30.55697136,-12.68790334,21.15487795,-13.11931669,16.27711537,-6.327082713,12.30059422,-12.46825297,1.673645713,-5.137703041,4.643719657,-6.91059166,1.041208037,-4.727177896,-0.662127725,blues
blues.00031.wav,0.253553216,0.151517645,1330.715617,1973.410538,2898.788813,0.042947225,-221.8434787,110.8524289,18.63754895,30.92843167,3.296227393,22.58995958,-20.40655713,12.12297061,-26.33045845,-4.35413022,-26.38385444,-13.03219595,-12.65503825,-1.815842696,-7.259001881,-6.660985979,-14.68809344,-11.71344876,-11.02465326,-13.38985947,blues
blues.00029.wav,0.280356528,0.12473648,1648.835169,2189.985865,3759.892114,0.05289487,-233.7151142,101.1990174,17.65090176,23.74063453,2.079886744,25.93890159,-16.96904141,15.0795685,-22.27737791,4.385384856,-23.19757957,-6.036646917,-5.057097743,1.069037074,-5.778513634,-8.310136639,-11.38439195,-6.723499813,-10.01358203,-14.02612849,blues
blues.00069.wav,0.292001291,0.116523109,2371.480544,2210.07045,5005.229028,0.125128773,-121.4489782,96.08053754,-19.58984207,48.03022062,-38.77530492,24.75970758,-32.93043371,8.096977305,-17.80805957,6.114920574,-19.98377236,6.802317426,-19.32695874,-0.114326951,-12.25440526,-4.928005403,-10.4142404,-2.043781156,-1.762690256,-3.962453125,blues
blues.00048.wav,0.379529442,0.123969108,2148.197609,2204.331845,4672.197141,0.098766873,-106.3553597,102.6563082,-20.14608899,59.34887916,-9.948383046,33.68739153,-14.17132307,23.52147354,-13.3135627,15.99045696,-18.92352982,7.813086428,-7.785446321,4.038031017,-11.34364792,2.060206434,-5.731269818,0.470283058,-1.903811473,-3.131631081,blues
blues.00096.wav,0.260524547,0.051399507,1132.135958,1582.635546,2064.964234,0.048293017,-314.5492133,139.9153355,11.90283886,30.14254564,-7.547295389,14.91878536,-2.708117289,6.730427546,-6.364283431,2.812130812,-11.72984254,2.087113353,-11.43792231,-9.496205294,-15.17654385,-9.339567294,-5.682142443,1.569423294,0.889099661,-7.959035169,blues
blues.00091.wav,0.422056151,0.09940701,991.3935127,1396.794021,1943.400726,0.036052376,-236.2798328,161.6894599,-1.15080591,27.26329294,9.597698683,20.60874307,0.232960484,13.7955582,-0.50779005,10.17383248,-4.457792697,5.511837654,-3.724823522,-0.89908093,-4.905717377,-2.861496023,-3.75715809,-3.344598842,-2.409862602,-3.776700651,blues
blues.00002.wav,0.363637185,0.175570413,1552.811865,1747.702312,3042.260232,0.076291207,-90.72259499,140.4463057,-29.09389022,31.68433633,-13.98450337,25.76474346,-13.66487505,11.63993308,-11.78364223,9.718760448,-13.13380333,5.79119893,-8.907628025,-1.077000177,-9.229273728,2.45168866,-7.729093449,-1.816407795,-3.43972047,-2.231258841,blues
blues.00061.wav,0.45193883,0.141725868,2503.945488,2180.550533,5077.372752,0.167533715,-82.50500078,94.15338373,-27.10146614,75.66221196,-27.51367047,35.57133342,-20.29078245,25.11094582,-15.3606453,11.3443844,-13.39338285,8.138590852,-8.497068701,8.29139815,-10.3441977,-3.467912987,-5.226762847,-2.588546881,-8.359233129,-6.983889896,blues
blues.00037.wav,0.248634076,0.069188438,1188.308142,1682.835308,2339.291913,0.048163866,-328.5607087,102.7285124,19.83658412,26.70600946,7.145409876,22.72798465,-6.951726843,12.81698308,-10.72791324,-0.424694189,-12.37879556,-8.898336998,-9.208457471,-9.089532925,-8.994874388,-7.657884743,-7.211292926,-9.397146862,-4.475669886,-3.679435154,blues
blues.00088.wav,0.37802715,0.142042339,1006.645694,1530.290845,2074.440176,0.032053606,-194.2663587,151.8695096,-1.211942224,39.19131076,16.58687247,18.25089781,-1.398168217,14.8753121,-11.62123984,2.447585274,-5.082455636,3.939675848,-0.897672119,0.639134144,-8.356959373,-7.52207386,-8.05361434,-5.416689947,-2.534207243,0.12586274,blues
blues.00026.wav,0.27837845,0.077110194,1198.459085,1573.500275,2477.275946,0.051972686,-284.8483828,108.7495543,9.129681598,51.25131583,18.1237148,7.632778458,8.775374409,2.365381865,0.019261171,2.236927308,4.190629345,-3.304581245,1.614048454,2.691864591,3.376128181,3.292785866,-4.524483251,0.496720059,5.921975593,3.214539758,blues
blues.00043.wav,0.398920593,0.127385557,2155.879629,2372.127374,5011.574078,0.08717463,-109.1059904,100.6087732,-8.656534074,47.35041424,-6.558297668,39.60763773,-8.515619761,29.56554548,-16.58553629,13.16390731,-24.20925199,6.576562459,-8.647178048,4.927416369,-15.43449001,1.533799148,-6.748966016,1.411346034,-3.969471928,3.283832373,blues
blues.00018.wav,0.269932304,0.079706371,1537.587699,2054.529511,3495.515006,0.05614177,-252.4930159,104.9371093,15.33231238,42.66697137,6.783058539,21.60568374,-1.297841291,5.675407762,-16.63263508,12.17310227,-1.947284862,1.950844286,-0.890319163,7.770524991,2.380243146,1.775405186,1.325361862,3.609511203,4.907690791,-2.655459916,blues
blues.00044.wav,0.390174928,0.136320919,2278.961252,2375.248703,5198.59486,0.092525332,-109.5125992,86.92136532,-8.594189861,64.48952891,-6.301507611,43.6434883,-8.290832418,28.54578408,-14.0826748,8.128629781,-21.48808422,11.08833749,-5.091684537,3.976496939,-12.86121231,12.33675543,0.020517714,-0.743095136,-5.130958664,3.297937099,blues
blues.00052.wav,0.339007759,0.098882176,1443.810106,1670.850632,3070.713038,0.067187953,-225.2301209,117.6268879,-14.53937295,64.79603783,12.90866198,19.03742169,10.66617017,9.886661952,-2.396643024,11.68509004,1.541506629,3.065813944,-7.62712372,-8.954819215,-4.349342664,-0.062721296,-2.55891503,-3.445502042,-3.870722388,1.314719254,blues
blues.00039.wav,0.25524585,0.08586248,1151.008993,1709.083976,2311.446967,0.035320899,-301.7305018,111.5428756,21.90022866,16.15112145,8.200672674,22.0843735,-8.597673598,1.488775501,-17.07140261,-8.334584226,-17.00835857,-10.57377006,-15.67957586,-12.59448931,-12.25656961,-14.56031712,-10.10023672,-5.785847974,-7.768404311,-7.180643575,blues
blues.00074.wav,0.367161538,0.197023273,2515.462487,2531.268049,5770.931745,0.120890205,-55.97692722,87.8477066,-1.610705955,41.19908719,-5.617903686,27.78942736,-23.9892889,21.7777265,-18.41908417,12.32368148,-13.71248007,11.85196415,-3.971119501,7.09981501,-4.467886493,5.117014875,-6.643123594,5.86720538,-3.704879492,-1.961424713,blues
blues.00033.wav,0.260635302,0.133213505,1430.492433,2075.501263,3245.468387,0.041973683,-238.9511979,108.7054268,34.14584859,30.21114853,-0.502582652,27.29295802,-21.39948406,14.17186445,-24.5123123,-1.884265159,-28.05749974,-11.25574681,-16.46436289,-7.640693387,-12.78487342,-15.35247004,-13.74590102,-7.40848592,-10.07831603,-13.29093527,blues
blues.00046.wav,0.38796749,0.102601632,1913.0116,2361.735333,4777.823081,0.058457802,-182.5737803,90.66755948,14.12454565,67.54922677,2.678699408,38.42982631,-8.410714596,24.12955143,-13.7899513,4.833089582,-16.68522863,5.817601423,-5.146696601,0.194267112,-14.48550155,6.864089725,-4.439797876,-2.98644184,-4.814492818,5.405974257,blues
blues.00032.wav,0.27624481,0.101321355,1309.382408,1883.042903,2763.186256,0.039388398,-288.7151103,105.9263486,18.81994865,23.6744617,5.700167879,25.55908664,-13.45049498,12.42951314,-11.96118688,1.589508253,-15.62306893,-6.638755373,-11.68578801,-2.935765427,-7.378426451,-15.69384586,-10.95729349,-10.87977918,-18.50195412,-19.1178431,blues
blues.00072.wav,0.306965839,0.103911869,2595.082325,2519.168822,5660.126511,0.129190609,-118.6852328,87.61204133,6.561460546,45.09775063,-38.89035099,20.82712632,-26.84431348,13.8026516,-17.22498924,5.103334224,-15.70338743,3.984860862,-27.52313054,3.057475762,-15.9492931,10.86650908,-12.64642608,2.814976916,-13.34069388,-4.368555399,blues
blues.00065.wav,0.292837418,0.10036324,2816.225739,2371.969414,5613.621121,0.146281963,-118.3265671,74.8702171,-19.86534757,46.95242738,-32.54690858,23.82530448,-26.34997886,17.68398189,-13.81481133,11.93755368,-17.88491902,7.534260867,-22.89263421,4.766836274,-12.79071062,5.609001896,-14.72213926,6.685359944,-9.167726448,-2.237743042,blues
blues.00009.wav,0.273950398,0.081313662,1817.150863,1973.773306,3943.490565,0.079174824,-213.240002,115.1655973,-11.69342917,39.01427356,-20.34127784,13.07760447,-9.173517682,9.011445506,-14.10063178,4.265940074,-6.04616578,3.782205423,0.221800354,-5.109400414,-0.410229549,-1.17992199,-1.916804084,-2.292661506,2.881967416,-4.235203412,blues
blues.00067.wav,0.337905628,0.129110485,2258.009314,2175.940748,4754.59953,0.112705735,-95.42679498,101.383369,-20.66685485,48.66681849,-30.24024865,20.80408506,-18.28576228,14.13289013,-12.7929772,13.43667495,-14.06697243,7.726644734,-19.21040036,2.853897786,-9.815370722,6.909788457,-11.29330462,8.94184864,-2.951056677,-0.973030424,blues
blues.00004.wav,0.308526016,0.091528714,1835.004266,1748.172116,3579.757627,0.101460539,-160.3377111,126.2196312,-35.58780915,22.14807083,-32.47860168,10.85229293,-23.35233001,0.498432365,-11.79343581,1.207254182,-13.08841664,-2.813868176,-6.933384364,-7.552726154,-9.164665258,-4.520576573,-5.454033921,-0.916874519,-4.404826463,-11.70323443,blues
blues.00035.wav,0.288384831,0.173378721,1506.872876,2096.692973,3404.186247,0.045419975,-171.773274,120.2935828,15.34043122,21.10759568,-5.385008934,24.19536469,-24.13754814,18.54475331,-22.34850205,1.319495997,-20.76322645,-4.981887873,-17.10808903,-7.879305131,-15.3001681,-9.343680758,-8.911592311,-8.512012585,-14.32995906,-19.92963487,blues
blues.00057.wav,0.424385423,0.175975397,1886.954809,1913.25861,3828.288761,0.089939669,-92.70346335,115.3191093,-35.06797873,57.87724939,1.852394223,26.61256416,-14.53698058,22.13023767,-8.203340183,11.02090147,-5.647606962,7.277512375,-10.20589529,1.329571776,-4.103507711,0.975606028,-6.554968855,-0.68907875,-2.127221711,-1.508367163,blues
blues.00047.wav,0.336420418,0.112259291,2013.011665,2310.140449,4848.826029,0.075323708,-149.9402854,93.65088258,6.355069042,71.50347238,-8.121532616,36.19116505,-9.775337689,17.64784259,-21.10752208,-0.139680744,-22.20190978,5.421948144,-7.458580071,-4.332861647,-12.39940636,9.62123401,-5.017020866,-3.706168959,2.344434834,4.160647247,blues
blues.00030.wav,0.263193852,0.170062065,1379.189382,2004.210663,3016.513649,0.039366118,-206.9381122,117.7918378,23.26499249,28.30004707,-1.10228396,18.86718552,-21.97161293,17.84802562,-25.59023897,2.135105113,-17.77729781,-8.010591687,-17.62014298,-8.120074511,-8.628885763,-15.54049566,-15.33203981,-9.65650994,-10.08976847,-17.82687889,blues
blues.00010.wav,0.303993306,0.142865062,1409.955256,1512.310265,2765.900805,0.062958826,-173.792495,137.186694,-23.72404756,26.97843145,-16.65769459,4.180881325,-12.55992935,5.832183397,-2.874318313,-1.197419481,-1.954834601,1.801500372,-2.98964735,-1.866656317,-0.792742657,-3.015967745,-0.440053702,-1.994552124,-0.748470056,-4.991313674,blues
blues.00050.wav,0.400936007,0.182338178,1945.533108,2081.878472,4174.593628,0.0857906,-82.99971845,107.0858033,-25.33544025,57.10451233,0.085502824,34.68258548,-11.05512436,20.54316786,-11.19448025,14.81960711,-10.23333664,12.54602001,-9.753734592,2.564369655,-6.289512643,2.995332388,-8.715192983,-0.33120614,-2.982632969,0.702881644,blues
blues.00092.wav,0.390913617,0.06308423,918.5851689,1437.73591,1600.326673,0.03231153,-332.4127195,128.0675261,28.91122103,41.81930934,31.26514595,23.32264736,5.815549708,9.009306802,-3.875854142,3.732431477,-0.862689632,-0.432759235,1.50984182,-1.567925354,-0.839605431,2.158198717,-3.900184109,-4.195145084,-5.923442597,-3.431425308,blues
blues.00053.wav,0.412444725,0.168343768,2171.445863,1954.49026,4237.319698,0.132815143,-76.69792574,105.7382036,-43.17215089,60.95427239,-8.75720797,21.22414569,-12.85576456,18.59625294,-11.39604773,14.53846713,-6.048133781,12.72272665,-9.365226029,1.348897793,-3.611276059,6.991538068,-4.057430331,-0.2743377,-3.698641744,-0.500587266,blues
blues.00022.wav,0.306536795,0.113425851,1155.781221,1497.964259,2169.033056,0.058569959,-233.9562459,136.1457106,3.324412536,48.9285309,8.715444531,13.96602094,5.366598215,0.399538634,-13.46985238,16.8777173,5.148091899,-2.2498216,3.947907967,5.316488006,0.810559027,-1.107081887,-4.55648032,-2.430784698,3.324835427,-0.602447185,blues
blues.00056.wav,0.391051011,0.137871146,1811.771254,2052.50625,3928.818677,0.075503085,-145.2809716,102.8066488,-12.52943294,57.0058904,2.262867969,26.58543811,-4.288539589,17.32852426,-7.993437055,15.22949935,-6.934700201,7.458769389,-10.468453,-2.359565066,-6.78585292,2.668317761,-4.770400119,-0.952051838,0.022584591,-2.004561656,blues
blues.00021.wav,0.321100373,0.10113208,1046.550011,1481.058089,1830.330592,0.047907452,-264.7225778,138.8684453,11.19406258,48.50426051,14.93075628,20.58028572,3.207008555,1.248956143,-15.84645695,15.97846046,3.369132781,-1.51080653,1.905925344,6.328381127,-0.993391892,-2.419453384,-3.680215625,0.491500117,5.041453827,-0.77684965,blues
blues.00008.wav,0.408879248,0.142416492,1719.368948,2031.740381,3782.316288,0.064024888,-121.3639398,122.5066828,-14.73819649,46.13106758,-8.18187974,20.18296351,-19.17337899,23.03913981,-11.83822438,21.15999923,-6.718366172,6.992542296,-12.73059788,5.061325372,-5.183214745,-1.452560018,-7.04182517,2.695247862,3.412305472,-2.715692375,blues
blues.00023.wav,0.280822667,0.102035165,1209.987863,1497.691564,2521.741261,0.05246701,-227.225334,137.788075,-14.49956684,63.56092833,5.617669514,11.95814788,1.907969459,-1.889387698,-7.604215479,-2.47328906,-2.891009463,-9.433393112,-10.92921788,3.569475654,4.149800917,0.088808048,-2.985965322,-1.386169327,7.541377987,-3.035723279,blues
blues.00075.wav,0.466529214,0.192113951,2224.110737,2254.855675,4700.233605,0.108509462,-86.47737139,92.69887804,-15.32585157,54.05393144,0.895359892,31.57115516,-14.60364143,23.31784786,-14.96416716,15.33283427,-7.043209405,12.17852472,-6.086117116,7.028062512,-5.800631148,7.428327252,-6.076794674,3.395812082,-4.281493725,1.226289123,blues
blues.00063.wav,0.33023138,0.096273497,2840.060761,2444.189468,5711.836175,0.154410543,-129.126531,72.08250025,-7.753567258,49.24270274,-32.71528539,21.59511538,-27.36063347,14.99158652,-10.24905952,12.4198114,-17.025764,7.111831279,-18.00603949,2.918357971,-14.4746785,4.065420832,-14.52149451,7.253452784,-8.207306762,-2.007046796,blues
blues.00024.wav,0.263112215,0.08694727,1120.019467,1447.889899,2323.820648,0.047276048,-274.3658347,130.4112598,-6.351285337,70.40299243,13.26972957,9.473774615,7.735330788,-1.234966831,-0.572389418,-2.303354994,3.773516277,0.075612264,-0.938971611,2.296225687,4.294117354,-1.661215039,-10.43942502,-6.793103704,-1.065777918,-1.583886995,blues
blues.00066.wav,0.374593172,0.110461079,2340.802465,2256.615102,4972.96253,0.121791618,-116.5712563,97.41708951,-13.87551407,48.96017946,-22.58349659,27.74841106,-20.23315369,18.63067895,-14.63075617,8.474961572,-16.63326863,11.01393567,-13.85932379,9.728480807,-5.101742563,2.633323568,-9.873258228,6.150330152,-7.687686329,-4.834907928,blues
blues.00087.wav,0.336858827,0.158033356,1441.899257,1870.4054,3082.803607,0.050869239,-155.558833,125.6453259,1.601122557,45.81634456,0.920286969,25.36058043,-10.78645198,15.55230152,-11.91231642,1.26702315,-6.661259092,-0.797854436,-7.741700662,0.415060328,-7.02444236,3.99964612,-6.252542793,0.969413886,2.026915687,-5.737044467,blues
blues.00017.wav,0.302124005,0.09330608,1088.84423,1410.984259,2134.992942,0.048326249,-245.6993693,140.4910905,-2.78975482,60.43143421,18.91905135,9.829610133,3.559145457,0.51537223,-16.38768311,6.627509586,7.259214199,-4.014427096,1.602120881,5.895010213,-3.021469607,-4.773669873,-3.030989131,-1.994088228,-0.046753483,-3.971228303,blues
blues.00062.wav,0.311872623,0.10628482,2280.276472,2119.866002,4733.132942,0.117141806,-144.8915395,95.71115545,-21.60584613,49.61889056,-29.86957187,29.34591857,-18.84198211,17.88839623,-9.6631571,5.508205523,-9.547621372,6.353427589,-21.07959754,2.457562544,-9.535300724,-1.416737883,-9.312761633,5.1513158,-8.104987457,-2.437957984,blues
blues.00011.wav,0.367152052,0.06574069,1352.659665,1756.779795,2880.777863,0.043930585,-287.9237487,124.0187568,5.469894939,33.65740708,1.095499414,14.70533381,-4.877007711,8.670523834,0.78540594,6.579525767,-4.874972943,-3.178224037,-5.536157868,-6.784435817,-2.648156237,-2.994559962,-3.386818131,-1.852647774,1.839963154,-4.890803445,blues
